code,region_code,en,ar
765,3,Rahbat 'Allush,رحبة علوش
766,3,Al Muqrin,المقرن
767,3,Ar Rafai',الرفائع
768,3,Sabha,صبحا
769,3,Hazrah,حزرة
770,3,Ghurab,غراب
771,3,Al Hijriyah,الحجرية
772,3,Abu Mughayr,أبو مغير
773,3,Al 'Idd,العد
774,3,Ar Rabtah,الربثة
775,3,Al Birkah,البركة
776,3,An Nafazi,النفازي
777,3,Al Hinakiyah,الحناكية
778,3,Al Mahaffar,المحفر
779,3,An Nakhil,النخيل
780,3,As Samad,الصمد
781,3,Ad Dumayriyah,الضميرية
782,3,Al Mahamah,المحامة
783,3,Al Hisu,الحسو
784,3,Al Humayj,الهميج
785,3,Sukhaybirah,صخيبرة
786,3,Hadban,هدبان
787,3,Bilghah,بلغة
788,3,Al Mawiyah,الماوية
789,3,Qusayrah,قصيرة
790,3,Al Awshazi,العوشزي
791,3,Arja',عرجاء
792,3,Talal,طلال
793,1,Al Hazm,الحزم
794,1,At Tawqi,الطوقي
795,1,Huraymila,حريملاء
796,1,Malham,ملهم
797,1,Sudus,سدوس
798,1,Hizwa,حزوى
799,1,Diqalah,دقلة
800,1,Hulayfah,حليفة
801,1,Sulbukh,صلبوخ
802,1,Al Barrah,البرة
803,1,Al Uwaynid,العويند
804,1,Al Buwayb,البويب
805,7,Uyaynah,عيينة
806,1,Ibn Ghannam,إبن غنام
807,1,Al Ghanamiyah,الغنامية
808,1,Al 'Ammaj,العماج
809,1,Hit,هيت
810,1,Al Hair,الحائر
811,1,Kahf Barmah,كهف برمة
812,1,Banban,بنبان
813,1,Ath Thumamah,الثمامة
814,1,Laban,لبن
815,1,Al 'Uraydiyah,العريدية
816,1,Al 'Abbasiyah,العباسية
817,1,Umm Radmah,أم رضمة
818,1,Umm Sulaym,أم سليم
819,1,Tharmada',ثرمداء
820,1,Marat,مرات
821,1,Uthaythiyah,أثيثية
822,1,Labkhah,لبخة
823,1,Rawdat Al Faras,روضة الفرس
824,1,Umm Talhah,ام طلحة
825,1,Huwaytah,حويتة
826,1,At Tawilah,الطويلة
827,1,Ubayr,أوبير
828,1,Ad Dir'iyah,الدرعية
829,1,'Irqah,عرقة
830,1,Al Uyainah,العيينة
831,1,Al Wusayl,الوصيل
832,1,Aba Al Kibash,أبا الكباش
833,1,Al Jubaylah,الجبيلة
834,1,Al 'Ammariyah,العمارية
835,1,Bawdah,بوضة
836,1,Al 'Ulayya,العليا
837,1,Qasr Al Quraynah,قصر القرينة
838,1,Qasr Fayhaq,قصر فيهق
839,1,Duruma,ضرما
840,1,Qusur Al Muqbil,قصور المقبل
841,1,Al Ghutghut,الغطغط
842,1,Qasr Ibn Shuhayl,قصر ابن شهيل
843,1,Al Maghrafiyah,المغرفية
844,1,Jaww,جو
845,1,Al Ghuzayz,الغزيز
846,1,Ath Thumamy,الثمامي
847,1,Wa'alah,وعلة
848,1,Ash Shamaniyah,الشامانية
849,1,Al Qusuriyah,القصورية
850,1,Mazallah,مزلة
851,1,'Usaylah,عصيلة
852,1,Ash Shawah,الشواة
853,1,'Ilayyan,عليان
854,1,Idan,عيدان
855,1,Sayh Ad Dubul,سيح الدبول
856,1,Al Hamjah,الهمجة
857,4,Abu Sudairah,ابو سديرة
858,1,Al Kadrah,الكدرة
859,1,Al Faydah,الفيضة
860,1,Al Khis,الخيس
861,1,Ad Duwayrah,الدويرة
862,1,Abu Marwah,أبو مروة
863,1,Samah,سماح
864,1,Al Qarnah,القرنة
865,1,Dahis,داحس
866,1,Dasman,دسمان
867,1,Al 'Uwaysiyah,العويسية
868,1,Al 'Ulayya,العلياء
869,1,Mazra'at Miz'ilah,مزرعة مزعلة
870,1,Al Qawsah,القوسة
871,1,Ar Rawgh,الروغ
872,1,Al Wusayta,الوسيطاء
873,1,Al Bu'aythiyah,البعيثية
874,1,Ash Shatlaniyah,الشتلانية
875,1,Jaddalah,جدالة
876,1,Qafarah,قفرة
877,1,Ajzala,أجزالا
878,1,Al Jafarah,الجفارة
879,1,Ghawdah,غودة
880,1,Al Quway'iyah,القويعية
881,1,Halaban,حلبان
882,1,Sanam,سنام
883,1,Ar Raj',الرجع
884,1,Tuhayy,طحي
885,1,Ar Ruwaydah,الرويضة
886,1,Al Khunayqiyah,الخنيقية
887,1,An Nasifah,الناصفة
888,1,Al Mathnah,المثناة
889,1,Jellah,الجلة
890,1,Ar Rabwa,الربواء
891,1,Laj'ah,لجعة
892,1,Nukhaylan,نخيلان
893,1,'Inan,عنان
894,1,Al Bada',البدع
895,1,Sabha,صبحاء
896,2,Al Qasr,القصر
897,2,Tir'ah,ترعة
898,2,Dhalam,ظلم
899,2,Al Khafashah,الخفاشة
900,2,Barash,براش
901,2,Ash Sharif,الشريف
902,1,Jellah And Tebrak,الجلة وتبراك
903,2,Al Far',الفرع
904,2,Harjal,حرجل
905,2,Hidayl,هديل
906,2,Umm Al Hisn,ام الحصن
907,2,Al Lahyan,اللحيان
908,2,Al Asrab,الاسراب
909,2,Al Athriyah,العثرية
910,4,Al Watah,الوطاة
911,4,Ghudayy,غضي
912,4,Al Haytan,الحيطان
913,4,As Sarif,الصريف
914,4,Al Fayziyah,الفايزية
915,4,As Su'aybiyah,الصعيبية
916,4,Nuqrat Al 'Amarin,نقرة العمارين
917,4,Rughaylah,رغيلة
918,4,Mazari' Ad Daghmaniyat,مزارع الدغمانيات
919,4,Mazari' Ar Rashid,مزارع الراشد
920,4,Al 'Ulayya,العليا
921,4,Ar Rawdah,الروضة
922,4,Ablaq,أبلق
923,4,Diras,ضراس
924,4,Umm Makriyah,أم مكرية
925,4,Al Khinnasah,الخناصة
926,4,Mazari' As Suqayriyat,مزارع الصقيريات
927,4,Riyad Ar Rimah,رياض الرماح
928,4,Al 'Uqlah,العقلة
929,4,Rawd Ibn Kumayyan,روض ابن كميان
930,4,Al Qaru,القرو
931,4,Al Hadidiyah,الحديدية
932,4,Al Bi'ithah,البعيثة
933,4,As Sughayriyah,الصغيرية
934,4,Huwaylan,حويلان
935,4,As Subakh,الصباخ
936,4,Al Lusayb,اللسيب
937,4,Ad Da'isah,الدعيسة
938,4,Al 'Aqul,العاقول
939,4,Al Busur,البصر
940,13,Al Murayshdiyah,المريشدية
941,4,At Turfiyah,الطرفية
942,4,Al Qar'a,القرعاء
943,4,Al Mulayda',المليداء
944,4,Al Butayn,البطين
945,4,Mihir At Turmus,محير الترمس
946,4,Shari,شري
947,4,Ash Shiqqah Al 'Ulya,الشقة العليا
948,4,Ash Shiqqah As Suflah,الشقة السفلى
949,4,Az Zubayrah,الزبيرة
950,4,Qusayba,قصيباء
951,4,Al Quwarah,القوارة
952,4,Al Hudayyah,الهدية
953,4,Al Ghammas,الغماس
954,4,Mudarraj,مدرج
955,4,Qibah,قبة
956,1,Umm Surayhah,أم سريحة
957,1,Al Kharwa'iyah,الخروعية
958,1,Al Majdhamiyah,المجذمية
959,1,Alhasat,الحصاة
960,1,Al Harmaliyah,الحرملية
961,1,Khabra Ath Thawir,خبراء الثوير
962,1,Ar Rayn,الرين
963,1,Muhairiqah,محيرقة
964,1,Marqan,مرقان
965,1,Umm Nakhilah,ام نخيلة
966,1,Umm Ad Dibay,ام الدبي
967,1,Khabra Halwah,خبراء حلوة
968,1,Hujayla,حجيلا
969,1,Al Fuwayliq,الفويلق
970,1,Al Quway',القويع
971,1,Miz'il,مزعل
972,1,Badai' Al Masha'ilah,بدائع المشاعلة
973,1,Khabra Faran,خبراء فاران
974,1,Khubayb Ar Rim,خبيب الريم
975,1,Al Qararah,القرارة
976,1,Umm Tulayh,أم طليح
977,1,Al Mani'iyah,المانعية
978,1,Al Jadidah,الجديدة
979,1,Al 'Idwah,العدوة
980,1,Adh Dhibiyah,الذيبية
981,1,As Sadr,الصدر
982,1,Abraqiyah,ابرقية
983,1,Hajrufah,حجرفة
984,1,Ma'aniq,معانيق
985,1,As Sayhad,الصيهد
986,1,Al Laghfah,اللغفة
987,1,Al Khafaq Al Jadid,الخفق الجديد
988,1,Dhalma,ظلماء
989,1,Al Khalaiq Ash Sharqiyah,الخلائق الشرقية
990,1,Al Muzahimiyah,المزاحمية
991,1,Tebrak,تبراك
992,1,Al Faydah,الفيضة
993,1,Al Awsat,الاوسط
994,1,Al Huwayrrah,الحويرة
995,1,Khashm Mi'dad,خشم معضد
996,1,Al Bakhra,البخرا
997,1,Al Lughfiyah,اللغفية
998,1,Al Masbar,المسبر
999,1,An Nadhim,النظيم
1000,1,Hafirat Nisah,حفرة نساح
1001,1,'Ajaj,عجاج
1002,1,Al Masha'ilah,المشاعلة
1003,1,Qunayfidhah,قنيفذة
1004,1,Ifriyah,عفرية
1005,1,Al Khalaiq Al Gharbiyah,الخلائق الغربية
1006,1,Al Jufayr,الجفير
1007,3,Al Astah,الأسطح
1008,3,Ar Raj',الرجع
1009,3,Duman,دمان
1010,3,Al Mafraq,المفرق
1011,3,Al Ghuzlan,الغزلان
1012,3,Al Jadid,الجديد
1013,3,Wajmah,وجمة
1014,3,Arqus,عرقوص
1015,3,Al 'Unayq,العنيق
1016,3,Murattijah,مرتجة
1017,3,Al Faqrah,الفقرة
1018,3,Khals,خلص
1019,3,Al Qifaf,القفاف
1020,3,Umm Al Birak,أم البرك
1021,3,Muraykhah,مريخة
1022,3,Al 'Abla,العبلا
1023,3,Marmuma,مرموماء
1024,3,Qurudhah,قرظة
1025,3,Umm Fahi,أم فحي
1026,3,Al Birkah,البركة
1027,3,Al Hada,الهدى
1028,3,Al Ghur,الغور
1029,3,Math'ar,مثعر
1030,3,Al Husayniyah,الحسينية
1031,3,Ash Shufayyah,الشفية
1032,3,As Sulaymiyah,السليمية
1033,3,Abu Qarn,أبو قرن
1034,3,Al Masjid,المسجد
1035,3,Al Lahban,اللهبان
1036,3,Al Jawabirat,الجوابرة
1037,3,Khuruss,خرص
1038,3,Asir,عاصر
1039,3,Al Athud,الأثود
1040,3,Tarjim,ترجم
1041,3,Kitaydah,كتيدة
1042,3,Safa,سفاء
1043,3,Rahqan,رحقان
1044,3,Thu'ayyil,ثعيل
1045,3,Al Mafraq,المفرق
1046,3,Al Mayth,الميث
1047,3,Bir Al Ghanam,بئر الغنم
1048,3,Al Murtajjah,المرتجة
1049,3,Al Ma'ayzilah,المعيزلة
1050,3,Al Har,الحار
1051,3,As Sudayyirah,الصديرة
1052,3,Diraybis,دريبس
1053,3,Badr,بدر
1054,3,Bi'r Qaydi,بئر قيضي
1055,3,Al Wasithah,الواسطة
1056,3,Ar Rayis,الرايس
1057,3,Al Musayjid,المسيجيد
1058,1,Al 'Ayn,العين
1059,1,Khafs Daghrah,خفس دغرة
1060,1,Al Biyad,البياض
1061,1,Al Kharj,الخرج
1062,1,Al Yamamah,اليمامة
1063,1,Ar Rufa',الرفاع
1064,1,Al Barrah,البرة
1065,1,Farzan,فرزان
1066,1,Ar Rafi'ah,الرفيعة
1067,1,Ar Rafai',الرفائع
1068,1,Al 'Adhar,العذار
1069,1,Zumayqah,زميقة
1070,1,Al Hazm,الحزم
1071,1,Al Hayathim,الهياثم
1072,1,Al Bada' Al Qadim,البدع القديم
1073,1,Ad Dilam,الدلم
1075,1,Na'jan,نعجان
1076,1,Hai Al Qitar,حي القطار
1077,1,An Nasifah,الناصفة
1078,1,As Silimiyah,السلمية
1079,1,Al Bada',البدع
1080,1,As Sahba',السهباء
1081,1,Ath Thalima,الثليما
1082,1,At Tawdihiyyah,التوضيحية
1083,1,Al Mahattah,المحطة
1084,1,Ar Rughayb,الرغيب
1085,1,Al Muhammadi,المحمدي
1086,1,As Sahanah,الصحنة
1087,3,Al Juraysiyah,الجريسية
1088,3,Al Ghamr,الغمر
1089,3,Al Mazri',المزرع
1090,3,Haba,هبا
1091,3,As Sahan,الصحن
1092,3,Mashuqah,مشوقة
1093,3,Umm Al 'Arad,أم العراد
1094,3,Al Harrarah,الهرارة
1095,3,As Sidrah,السدرة
1096,3,Al Jissah,الجصة
1097,3,Al Huwaymidah,الحويمضة
1098,3,Qaran,قران
1099,3,Al Khufayq,الخفيق
1100,3,Al Humayjah,الهميجة
1101,3,As Salhiyah,الصالحية
1102,3,Murayghan,مريغان
1103,3,Al 'Ashshay,العشاي
1104,2,Al Qa'ar Al Asfal,القعر الاسفل
1105,2,Khulays,خليص
1106,2,Al Hadba,الحدباء
1107,2,Ar Rahwah,الرهوة
1108,2,Al Qawz,القوز
1109,2,Al Khunfusah,الخنفسة
1110,2,Hishash,حشاش
1111,2,Ad Dubayyah,الضبية
1112,2,Al Buraykah,البريكة
1113,2,Al Fazz,الفز
1114,2,At Tinah,الطينة
1115,2,Umm Al Jurm,ام الجرم
1116,2,Ad Duwwarah,الدوارة
1117,2,Abu Maraghah,ابو مراغة
1118,2,Al Hafya,الحفياء
1119,2,Al Khayf,الخيف
1120,2,Al Maksir,المكسر
1121,2,Al Fij,الفيج
1122,2,Al Saham,السهم
1123,2,Ad Daff,الدف
1124,2,Al Musharifah,المشريفة
1125,2,Al Waqib,الوقب
1126,2,Al Halqah,الحلقة
1127,2,Julayyil,جليل
1128,2,Hilimah,حلمة
1129,2,Al Jid',الجضع
1130,2,Al Biyar,البيار
1131,2,Al Ma'ali,المعالي
1132,2,Al Madid,المديد
1133,2,Al Maraysi',المريصيع
1134,2,Jilayyilah,جليلة
1135,2,Al Masammah,المسماة
1136,2,Al Husayniyah,الحصينية
1137,2,Al Ghuruf,الغروف
1138,2,Al Bahawal,البحول
1139,2,Dawqah,دوقة
1140,2,Al Bakhtariyah,البخترية
1141,2,Al Barzah,البرزة
1142,2,As Sulaym,السليم
1143,2,Al Mahaya',مهايع
1144,2,Al Ma'ada,المعداء
1145,2,Umm Al 'Urmut,ام العرمط
1146,2,Al Milayhah,المليحة
1147,2,Ad Dahlah,الدحلة
1148,2,As Salaylat,الصليلات
1149,2,Ghusayyin,غصين
1150,2,Al Kamil,الكامل
1151,2,Al 'Aybah Al 'Ulya,العيبة العليا
1152,5,Al Taleah,الطليعة
1153,2,Al Qu'ur,القعور
1154,2,Al Gharayyib,الغريب
1155,2,Mishriq,مشرق
1156,2,Al Lusub,اللصب
1157,2,Al 'Uqlah,العقلة
1158,2,Al 'Amudah,العمودة
1159,2,Al Waqbah,الوقبة
1160,2,Al Fari',الفارع
1161,2,Al Khidayd,الخديد
1162,2,Al Maghawi,المغاوي
1163,2,Al Maqfa,المقفي
1164,2,Al Hatamiyah,الحطامية
1165,2,Kidwat Al 'Awaj,كدوة الأعوج
1166,2,Hishaymah,هشيمة
1167,2,Khabt Mizqah,خبت مزقة
1168,2,As Sabt,السبت
1169,2,An Nilah,النيلة
1170,2,Al Qarn,القرن
1171,2,Al Hulayfah,الحليفة
1172,2,Al Musaylim,المسيليم
1173,2,Al Qara,القرى
1174,6,Jum'at At Rabiah,جمعة ربيعة
1175,2,Al Faliq,الفالق
1176,2,Khamis Harb,خميس حرب
1177,2,Al Jard,الجرد
1178,2,Ar Rakh,الركح
1179,2,As Sabatah,السبطة
1180,2,Ath Thuluth,الثلوث
1181,2,Ash Shasarah,الشصرة
1182,2,'Amrat,عمرات
1183,2,'Ajah,عاجة
1184,2,Al 'Uqdah(Al Smariyah),العقدة (السمارية)
1185,2,Al Khumjan,الخمجان
1186,2,Al Kadanah,الكدنة
1187,2,Shaynanah,شينانة
1188,2,Al Jilamah,الجلمة
1189,2,As Sarh,الصرح
1190,2,As Sa'ayb,الصعيب
1191,2,Al Qurayyah,القرية
1192,2,Al Madhah,المضحاة
1193,2,An Nihaymiyah,النهيمية
1194,2,Al Gharif,الغريف
1195,2,Ash Shar',الشرع
1196,2,Ad Dughmiyah,الدغمية
1197,2,Umm Rakah,أم راكة
1198,2,Ad Dubayyilah,الدبيلة
1199,2,Jabbar,جبار
1200,2,Al Hajf,الحجف
1201,2,Abu Jumaydah,أبو جميدة
1202,2,Ghithah,غثاة
1203,2,Ad Dahya,الضحياء
1204,4,At Tiraq,الطراق
1205,8,Al Khuraymi,الخريمي
1206,8,Mazari' Ad Dawayyah,مزارع الدوية
1207,8,Al Qarfa,القرفاء
1208,6,Al Tuwaifah,الطويفح
1209,8,Mubaraz,مبرز
1210,8,As Sulayyil,السليل
1211,8,Sibi'ah,سبيعة
1212,8,Ar Rishawiyah,الرشاوية
1213,8,Al Mirakah,الميركة
1214,8,Ash Shallalah,الشلالة
1215,8,Umm Al 'Amayir,أم العماير
1216,8,Mazari Takhayil,مزارع تخاييل
1217,8,Badai' Ibdah,بدائع إبضة
1218,8,Al Hawra,الحورا
1219,8,Qaryat Al Butain,قرية البطين
1220,8,Ibdah,إبضة
1221,8,Thiral,ثرال
1222,8,Zikhin,زيخين
1223,8,Al Khayt,الخيط
1224,8,As Sulubiyah,الصلبية
1225,8,Al Ma'azil,المعازل
1226,8,Al Madabi',المضابيع
1227,8,As Saqiyah,الساقية
1228,8,Ash Shinan,الشنان
1229,8,Al 'Idwah,العدوة
1230,8,As Su'ayyirah,السعيرة
1231,8,Rakk,رك
1232,8,Al Fuwaileq / Ar Rishawiyah,الفويلق / الرشاوية
1233,8,Al Ubaitir,الابيتر
1234,8,Al Kihayfiyah,الكهيفية
1235,8,Al 'Udhaim,العظيم
1236,2,Al Muqaysir,المقيصر
1237,2,Al Watah,الوطاة
1238,2,Az Zirb,الزرب
1239,2,Al Luwayyat,اللويات
1240,2,Al Urayqit,الأريقط
1241,2,Al Mu'azilah,المعيزيلة
1242,2,Ash Shurufiyah,الشرفية
1243,2,Al Buraykah,البريكة
1244,2,Ad Dhalim,الظليم
1245,2,Al Hinu,الحنو
1246,2,Al Ju'ayrah,الجعيرة
1247,2,Al Hazm,الحزم
1248,2,Al Khurmah,الخرمة
1249,2,Al Gharif,الغريف
1250,2,Shubayrim,شبيرم
1251,2,Mityah,مطية
1252,2,Daff Zayni,دف زيني
1253,2,An Nuwaydirah,النويدرة
1254,2,As Samad,الصمد
1255,2,Al Murshidiyah,المرشدية
1256,2,Ad Dawh Al Kabir,الدوح الكبير
1257,2,Al Jumum,الجموم
1258,2,Abu 'Urwah,ابو عروة
1259,2,Al Brabir,البرابير
1260,2,Qarn As Surur,قرن السرور
1261,2,Al Humaimah,الحميمة
1262,2,Harat Al Jabal,حرة الجبل
1263,2,Samd Al Humaymah,سمد الحميمة
1264,2,An Nuzhah,النزهة
1265,6,Ash Shu'abah,الشعبة
1266,6,Al Qadhal,القذال
1267,6,Shawahit,شواحط
1268,6,'Adaman,عدمن
1269,6,Al Munaydhir,المنيظر
1270,6,Mahabbah,محبة
1271,6,Al Fasilah,الفصيلة
1272,6,Al Maslamah,المسلمة
1273,6,Al Khawsh,الخوش
1274,6,Al Kanabi,الكنبي
1275,6,Al Qiwar,القيوار
1276,6,Al Qana'at,القنعات
1277,6,Al Mifa,الميفاء
1278,6,Sa'aban,صعابان
1279,6,Makhaf,مكهاف
1280,6,Al Mandhar,المنظر
1281,6,Umm Fura',أم فرع
1282,6,Al Qurayhah,القريحة
1283,6,Al Far'ah,الفرعة
1284,6,Umm Sh'bayn,أم شعبين
1285,2,Mushrif,مشرف
1286,6,Quzzah,قزة
1287,6,Sayalah,سيالة
1288,6,Al Ahsar,الأحسر
1289,6,Al Fadiyah,الفاضية
1290,6,Na's,نعص
1291,6,Ad Dahi,الضحي
1292,6,Al Hayd 'Abs,الحيد عبس
1293,6,At Taraqah,الطرقة
1294,6,Al Majardah,المجاردة
1295,6,Al Himah,الحمة
1296,6,Al Aqiqah,العقيقة
1297,6,Bariq,بارق
1298,6,Al Hurayr Ash Sharqi (Al Jazi),الهرير الشرقي - الجازي
1299,6,Tayyib Al Ism,طيب الإسم
1300,6,Al 'Ammarah,العمارة
1301,6,Bishah,بيشة
1302,6,Al Mazarqah,المزارقة
1303,6,Al Ghaythan,آل غيثان
1304,6,Al Ash Shirayfi,آل الشريفي
1305,6,Al At Tum,آل التوم
1306,6,Al Suwayd,آل سويد
1307,6,As Simidah,الصمدة
1308,6,Al Fayd,الفيض
1309,6,Al Mirayyih,آل مريح
1310,6,Safwan,صفوان
1311,6,Ar Runah,الرونة
1312,6,Al Adh Dhib,آل الذيب
1313,6,Rawdan,روضان
1314,4,Faydah Ash Shi'b,فيضة الشعب
1315,2,Hada',حداء
1316,2,Al Maqayth,المقايث
1317,2,Al Qurainah / Hadat Ash Sham,القرينة / هداة الشام
1318,2,Al Qi'dubah,القعضبة
1319,2,Az Zallal,الزلال
1320,2,Ar Ruwayghag,الرويغة
1321,2,Al 'Asb,العصب
1322,2,Al Qa'arah,القعرة
1323,2,Al Ma'lah,المعلاة
1324,2,Al Jarf,الجرف
1325,2,Al Jayshi,الجيشي
1326,2,Az Zurayb,الزريب
1327,2,Al Binayah,البناية
1328,2,Faydah,فيدة
1329,2,Ash Shamiyah,الشامية
1330,2,Al Muqayti',المقيطيع
1331,2,Al Maqaytah,المقايتة
1332,2,Al Miqarr,المقر
1333,2,Abu Hasaniyah,ابو حصانية
1334,2,An Nawariyah,النوارية
1335,2,Al Khayf,الخيف
1336,2,Adh Dhars,الضرس
1337,2,Al Qurayyah,القرية
1338,2,Mushaji,مشجي
1339,2,Al Khulasah,الخلاصة
1340,2,Al Qahah,القاحة
1341,2,Al Qa',القاع
1342,2,'Isfan,عسفان
1343,2,Al Majma'ah,المجمعة
1344,2,Madrakah,مدركة
1345,2,'Ayn Shams,عين شمس
1346,2,Ar Rayyan,الريان
1347,1,Jarir,جرير
1348,1,Al Faiziyah,الفائزية
1349,1,Al Masarir,المصارير
1350,1,An Nuway'mah,النويعمة
1351,1,Wadi Ad Dawasir,وادي الدواسر
1352,1,Abraq An Na 'Am,ابرق النعام
1353,1,Kamdah,كمدة
1354,1,Al Faw,الفاو
1355,1,Hirjat Az Zufur,حرجة الزفر
1356,1,Hajlat As Suwad,حجلة السواد
1357,1,Al Kawakib,الكواكب
1358,1,Ad Dhala'aby,الدلعبي
1359,1,Bani Labib,بني لبيب
1360,1,Khashm Al Bazum,خشم البازوم
1361,1,As Sulayyil,السليل
1362,1,Khayran,خيران
1363,1,Tamrah,تمرة
1364,1,Himam,حمام
1365,1,Rayda,ريدا
1366,2,Al Wasqah,الوسقة
1367,2,Al Midrij,المدرج
1368,12,Al Hadabah,الحدبة
1369,2,Al Khasirah,الخصرة
1370,2,'Uwayyah,عوية
1371,2,Al Mishash,المشاش
1372,6,Rwam,روام
1373,2,Al Hasahis,الحصاحص
1374,2,Al Mudir,المدير
1375,2,Dhi Rahjan,ذي رهجان
1376,2,Al Lughaysim,اللغيسيم
1377,2,Al Waqrayn,الوقرين
1378,2,As Suwamilah,الصواملة
1379,2,As Sadiyah,الصدية
1380,2,Suq Al Jum'ah,سوق الجمعة
1381,12,Masa'dah,مسعدة
1382,12,Dhaha,ظهي
1383,2,Salam Az Zuwahirah,سلم الزواهرة
1384,2,Umm Ash Shawk,أم الشوك
1385,12,Al Hariqah,الحريقة
1386,2,Al Habqah,الحبقة
1387,12,Karsh,كرش
1388,2,Miftah,مفتاح
1389,2,Al Kurdum,الكردم
1390,2,Al Lith,الليث
1391,2,Al Jaizah,الجائزة
1392,2,Qa'is,قاعس
1393,2,Al Madhah,المضحاة
1394,2,Al Maytha,الميثاء
1395,2,Al Ghurrat,الغرات
1396,2,Sala'ah,صلعة
1397,2,Dubay'ah,ضبيعة
1398,2,Ash Shu'abah,الشعبة
1399,2,Al Hulay,الحلي
1400,12,Al Quray,القري
1401,2,Ar Runayfah,الرنيفة
1402,2,Suq Al Lusafah,سوق اللصفة
1403,2,Uyun Harrah,عيون حارة
1404,2,As Siwahah,السوحة
1405,2,Rubu' Al Ayn,ربوع العين
1406,2,Al Mijayrimah,المجيرمة
1407,2,As Sa'diyah,السعدية
1408,2,Suq Dhara,سوق ذرى
1409,2,Suq Tara'a,سوق ترعا
1410,2,Ar Rafugh,الرفغ
1411,2,Qaradah,قرضة
1412,2,Al Barid,البرد
1413,2,Suq Bani Yazid,سوق بني يزيد
1414,2,Haqal,حقال
1415,2,As Sa'i,الساعي
1416,2,Dhanaba,ذنباء
1417,2,Al Maqsabah,المقسبة
1418,2,Sharaqib,شراقب
1419,2,Shaybay,شيباي
1420,2,Qufaylan,قفيلان
1421,2,As Salif,الصالف
1422,2,Sabah,صبح
1423,2,Al Ghalah,الغالة
1424,2,Ghumayqah,غميقة
1425,12,Al Hajrah,الحجرة
1426,2,Lamlam,لملم
1427,12,Al Jarin,الجرين
1428,2,Al Shaqqah (As Shwah),الشاقة / الصهوة
1429,6,As Safah,السفح
1430,6,Hazam Miftah,حزم مفتاح
1431,6,Jash,جاش
1432,6,Rawdat Jash,روضة جاش
1433,6,Al Harfayn,الحرفين
1434,6,La'is,لاعس
1435,6,Murayghan,مريغان
1436,6,Ad Dirayb,الدريب
1437,6,Al Jazi',الجازع
1438,6,Al Fakhriyah,الفاخرية
1439,6,Kutnah,كتنة
1440,6,Al Jazirah,الجزيرة
1441,6,Al Hanek,الحنيك
1442,6,Muraykhah,مريخة
1443,6,Tathlith,تثليث
1444,6,Al Suwaydan,ال سويدان
1445,6,Al Ayfan,ال عيفان
1446,6,Al Khumaysah,ال خميسة
1447,6,Al Qirah,القيرة
1448,6,Al Hamdah,الحمضة
1449,6,Az Zurq,الزرق
1450,6,Habiyah,حبية
1451,6,Rughwan,رغوان
1452,6,Al 'Ayn,العين
1453,6,Al Amwah,الامواه
1454,6,As Subaykhah,الصبيخة
1455,12,Al Ishta,الإشتاء
1456,12,Al Makatim,المكاتيم
1457,12,Al Hukman,الحكمان
1458,12,Al Kalibah,الكلبة
1459,12,Ath Tharawin,الثراوين
1460,12,Quraysh Al Hasan,قريش الحسن
1461,12,Ad Dubay'at,الضبيعات
1462,12,Wadi Bathan,وادي بطحان
1463,12,Al Karadisah,الكرادسة
1464,12,Sabihah Al 'Ulya,سبيحة العليا
1465,12,Al Qara,القرى
1466,12,Al Atawlah,الاطاولة
1467,12,Baydah,بيدة
1468,12,Al Qisamah,القسمة
1469,12,Nikhal,نخال
1470,6,Al Khalij,الخليج
1471,6,As Sabihi,الصبيحي
1472,6,Al Madra,المدراء
1473,6,Al Baqirah,الباقرة
1474,6,Namran,نمران
1475,6,Shudayq,شديق
1476,6,Al Harf,الحرف
1477,6,Al 'Atf,العطف
1478,6,Ad Duhu,الدحو
1479,6,Al Hurayrah,الحريرة
1480,6,Ash Shaqiqah,الشقيقة
1481,6,An Naqi',النقيع
1482,6,Ar Rafai',الرفائع
1483,6,Al Junaynah,الجنينة
1484,6,Idan,عيدان
1485,6,Umm Al Furugh,أم الفروغ
1486,6,'Aqiliyah,عقيلية
1487,6,Baynah,بينة
1488,6,'Arman,عرمان
1489,6,Al Qadihy,القديحي
1490,6,Wa'ir,واعر
1491,6,Ash Shatt,الشط
1492,6,Al Marwah,المروة
1493,6,Al Mahamil,المهامل
1494,6,Al Majma'ah,المجمعة
1495,6,Al Hifah,الحيفة
1496,6,Muhr,مهر
1497,6,Al Bahim,البهيم
1498,6,Al Ghafrat,الغفرات
1499,6,Al Ma'din,المعدن
1500,6,Al Qawz,القوز
1501,6,Badiyah,بادية
1502,6,Al Qa',القاع
1503,6,Kutnah,كتنة
1504,6,Mujahhim,مجحم
1505,6,Al Hajun,الحجون
1506,6,Samakh,صمخ
1507,6,Al Hufayrah,الحفيرة
1508,6,Ath Thaniyah,الثنية
1509,6,Al Qawziyah,القوزية
1510,6,Al Qawba,القوباء
1511,6,Qutbah,قطبة
1512,6,Dafir Kharshan,دفرخرشان
1513,6,Jalal,جلال
1514,6,Bishah,بيشة
1515,6,Ad Dailami,الديلمي
1516,6,Ar Ruqaita',الرقيطاء
1517,6,Tabalah,تبالة
1518,6,Al Hazmi,الحازمي
1519,6,Al Khadra,الخضراء
1520,12,Al Hadabah,الهضبة
1521,12,Al Abna,الأبناء
